Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,paint_color,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
Hyundai,i20,2012,107000,Diesel,Manual,Second,21,1396,5,450000,white,10,210,1,1,2,10
BMW,7,2011,55000,Diesel,Automatic,Second,16,2993,5,1950000,red,2,5,1,0,2,8
Skoda,Rapid,2017,24000,Petrol,Automatic,First,14,1598,5,875000,white,25,142,4,0,0,10
Audi,Q7,2016,20002,Diesel,Automatic,First,15,2967,7,6700000,white,1,137,1,0,0,10
Honda,City,2016,54317,Petrol,Manual,First,17,1497,5,840000,white,9,44,4,1,0,10
Hyundai,Xcent,2016,10200,Petrol,Manual,First,19,1197,5,499000,black,10,202,4,1,0,0
Honda,City,2016,24337,Diesel,Manual,First,26,1498,5,818000,white,9,44,1,1,0,10
Honda,Brio,2012,79000,Petrol,Manual,First,18,1198,5,290000,silver,9,31,4,1,0,9
Maruti,Ciaz,2015,40500,Diesel,Manual,First,28,1248,5,710000,white,18,43,1,1,0,10
Maruti,Swift,2016,23000,Diesel,Manual,First,27,1248,5,705000,white,18,169,1,1,0,10
Honda,CR-V,2015,63050,Petrol,Automatic,First,11,2354,5,1750000,white,9,35,4,0,0,10
Toyota,Corolla,2008,78000,Petrol,Automatic,Second,15,1794,5,341000,white,28,51,4,0,2,10
Maruti,Baleno,2005,70000,Petrol,Manual,First,0,1590,5,130000,black,18,25,4,1,0,0
Honda,City,2012,66245,Petrol,Manual,First,17,1497,5,568000,black,9,44,4,1,0,0
Mahindra,Scorpio,2007,74112,Diesel,Manual,First,12,2179,9,409999,silver,17,161,1,1,0,9
Skoda,Laura,2011,87670,Petrol,Manual,First,13,1798,5,400000,white,25,106,4,1,0,10
BMW,3,2015,10000,Diesel,Automatic,First,19,1995,5,3000000,white,2,2,1,0,0,10
Maruti,SX4,2007,62493,Petrol,Manual,First,15,1586,5,180000,red,18,155,4,1,0,8
Maruti,Ciaz,2015,44620,Petrol,Manual,First,21,1373,5,693000,red,18,43,4,1,0,8
Land,Rover,2012,66538,Diesel,Automatic,First,10,4367,7,7000000,red,16,146,1,0,0,8
Toyota,Innova,2013,60000,Diesel,Manual,First,13,2494,7,790000,red,28,98,1,1,0,8
Hyundai,Santro,2011,20842,Petrol,Manual,First,0,1086,5,278000,red,10,159,4,1,0,8
Hyundai,Santa,2014,110000,Diesel,Automatic,First,13,2199,7,1440000,red,10,158,1,0,0,8
Mercedes-Benz,New,2011,45000,Petrol,Automatic,Second,12,1796,5,1350000,white,19,118,4,0,2,10
Maruti,Wagon R,2014,40000,CNG,Manual,Second,27,998,5,315000,white,18,189,0,1,2,10
Maruti,Alto,2012,49008,Petrol,Manual,First,20,796,5,288000,red,18,15,4,1,0,8
Maruti,Alto,2016,31000,Petrol,Manual,First,25,796,5,215000,red,18,15,4,1,0,8
Nissan,Sunny,2013,8000,Petrol,Manual,First,17,1498,5,375000,silver,22,167,4,1,0,9
Maruti,Alto,2019,171,Petrol,Manual,First,25,796,5,360000,silver,18,15,4,1,0,9
Maruti,Alto,2018,2100,Petrol,Manual,First,24,998,5,360000,white,18,15,4,1,0,10
Hyundai,Grand,2018,20667,Petrol,Automatic,First,19,1197,5,755000,blue,10,91,4,0,0,1
Honda,Mobilio,2015,50000,Diesel,Manual,First,24,1498,7,470000,red,9,114,1,1,0,8
Tata,Manza,2010,100030,Diesel,Manual,Second,19,1248,5,160000,grey,27,112,1,1,2,5
Chevrolet,Optra,2011,75372,Diesel,Manual,First,17,1991,5,334000,blue,4,124,1,1,0,1
Honda,City,2016,60475,Petrol,Automatic,First,18,1497,5,910000,black,9,44,4,0,0,0
Hyundai,Grand,2019,18453,Petrol,Manual,First,19,1197,5,617000,white,10,91,4,1,0,10
Hyundai,Verna,2008,96578,Diesel,Manual,First,22,1582,5,250000,white,10,184,1,1,0,10
Nissan,Micra,2016,31001,Petrol,Manual,First,18,1198,5,300000,white,22,113,4,1,0,10
Hyundai,Verna,2012,65900,Diesel,Manual,First,22,1582,5,575000,black,10,184,1,1,0,0
Hyundai,Creta,2017,26246,Petrol,Manual,First,15,1591,5,1075000,black,10,53,4,1,0,0
Maruti,Wagon R,2013,62700,Petrol,Manual,Second,21,998,5,285000,black,18,189,4,1,2,0
Honda,Aord,2008,90000,Petrol,Automatic,First,10,2354,5,650000,black,9,18,4,0,0,0
Honda,City,2016,36000,Petrol,Automatic,First,17,1497,5,944999,blue,9,44,4,0,0,1
Maruti,Baleno,2016,46000,Diesel,Manual,First,27,1248,5,675000,white,18,25,1,1,0,10
Honda,City,2017,73003,Diesel,Manual,First,26,1498,5,775000,white,9,44,1,1,0,10
Hyundai,i20,2014,46566,Diesel,Manual,First,23,1396,5,440000,red,10,210,1,1,0,8
Mercedes-Benz,E-Class,2015,41493,Diesel,Automatic,First,13,2987,5,4200000,red,19,60,1,0,0,8
Nissan,Terrano,2014,103788,Diesel,Manual,First,19,1461,5,567000,silver,22,174,1,1,0,9
Renault,Duster,2016,45000,Diesel,Automatic,First,20,1461,5,1150000,silver,24,57,1,0,0,9
Maruti,Wagon R,2009,120000,Petrol,Manual,First,19,998,5,169000,silver,18,189,4,1,0,9
Hyundai,Getz,2009,97359,Diesel,Manual,Second,17,1493,5,180000,silver,10,90,1,1,2,9
Maruti,Ritz,2016,62000,Petrol,Manual,First,19,1197,5,320000,blue,18,145,4,1,0,1
Honda,City,2004,115000,Petrol,Manual,Second,12,0,0,150000,black,9,44,4,1,2,0
BMW,5,2019,18373,Diesel,Automatic,First,22,1995,5,4586000,grey,2,3,1,0,0,5
Volkswagen,Polo,2016,60453,Petrol,Manual,First,16,1198,5,509999,red,29,131,4,1,0,8
Maruti,Swift,2013,37000,Diesel,Manual,First,18,1248,5,484999,red,18,169,1,1,0,8
Ford,Figo,2010,69009,Petrol,Manual,Second,16,1196,5,240000,red,8,77,4,1,2,8
BMW,3,2013,30000,Diesel,Automatic,First,19,1995,5,2200000,silver,2,2,1,0,0,9
Hyundai,Verna,2012,70707,Diesel,Manual,First,22,1582,5,428000,silver,10,184,1,1,0,9
Renault,Duster,2015,64677,Diesel,Manual,First,20,1461,5,567000,silver,24,57,1,1,0,9
Hyundai,Grand,2018,3000,Petrol,Automatic,First,19,1197,5,620000,grey,10,91,4,0,0,5
BMW,X1,2013,49000,Diesel,Automatic,Second,17,1995,5,1449000,grey,2,191,1,0,2,5
Maruti,Ritz,2010,71000,Diesel,Manual,First,21,1248,5,300000,grey,18,145,1,1,0,5
Hyundai,i10,2010,52000,Petrol,Manual,Second,20,1086,5,225000,grey,10,209,4,1,2,5
BMW,X5,2016,35659,Diesel,Automatic,First,16,2993,7,4378000,grey,2,193,1,0,0,5
Honda,City,2019,5377,Petrol,Manual,First,17,1497,5,1145000,grey,9,44,4,1,0,5
Mahindra,Ssangyong,2014,65000,Diesel,Automatic,First,11,2696,7,1050000,white,17,165,1,0,0,10
Ford,Ecosport,2015,92708,Diesel,Manual,First,23,1498,5,748000,black,8,63,1,1,0,0
Maruti,Alto,2010,48105,Petrol,Manual,First,20,796,5,310000,silver,18,15,4,1,0,9
Volkswagen,Polo,2011,46759,Petrol,Manual,First,16,1198,5,254999,brown,29,131,4,1,0,2
Volkswagen,Polo,2013,62000,Diesel,Manual,First,22,1199,5,350000,white,29,131,1,1,0,10
Volkswagen,Polo,2012,35175,Diesel,Manual,First,22,1199,5,259000,blue,29,131,1,1,0,1
Maruti,Ertiga,2013,70000,Diesel,Manual,First,21,1248,7,545000,silver,18,69,1,1,0,9
Ford,EcoSport,2017,30000,Diesel,Manual,First,23,1498,5,600000,silver,8,62,1,1,0,9
Toyota,Innova,2016,66618,Diesel,Automatic,First,11,2755,7,1549000,silver,28,98,1,0,0,9
BMW,5,2010,69300,Petrol,Automatic,Second,11,2497,5,1250000,blue,2,3,4,0,2,1
Maruti,Swift,2017,148000,Diesel,Manual,First,23,1248,5,475000,white,18,169,1,1,0,10
Ford,Ecosport,2017,22000,Petrol,Manual,First,19,999,5,785000,silver,8,63,4,1,0,9
Hyundai,Verna,2013,75000,Diesel,Manual,First,17,1493,5,600000,silver,10,184,1,1,0,9
Tata,Zest,2016,43706,Petrol,Manual,First,18,1193,5,400000,silver,27,208,4,1,0,9
Audi,A7,2011,42000,Diesel,Automatic,First,14,2967,5,2875000,white,1,12,1,0,0,10
Tata,Indica,2012,65000,Diesel,Manual,First,22,1248,5,250000,brown,27,96,1,1,0,2
Maruti,Swift,2015,76128,Diesel,Manual,First,27,1248,5,550000,black,18,169,1,1,0,0
Fiat,Linea,2010,39852,Petrol,Manual,First,16,1368,5,159000,black,6,107,4,1,0,0
Hyundai,i20,2017,18673,Petrol,Manual,First,19,1197,5,622000,black,10,210,4,1,0,0
Hyundai,EON,2016,11583,Petrol,Manual,First,21,814,5,275000,black,10,61,4,1,0,0
Hyundai,Santro,2007,82000,Petrol,Manual,Second,0,1086,5,135000,black,10,159,4,1,2,0
Mercedes-Benz,GLA,2017,50000,Diesel,Automatic,First,18,2143,5,2500000,black,19,84,1,0,0,0
Maruti,Celerio,2014,77000,Petrol,Manual,First,23,998,5,280000,black,18,42,4,1,0,0
Chevrolet,Beat,2014,54890,Petrol,Manual,Second,18,1199,5,245000,black,4,26,4,1,2,0
Honda,Jazz,2016,21000,Petrol,Automatic,First,19,1199,5,635000,blue,9,99,4,0,0,1
BMW,3,2009,58557,Diesel,Automatic,Third,16,1995,5,800000,blue,2,2,1,0,3,1
Renault,Duster,2014,70000,Diesel,Manual,First,19,1461,5,825000,silver,24,57,1,1,0,9
Ford,Figo,2017,16000,Petrol,Automatic,First,17,1499,5,595000,black,8,77,4,0,0,0
Toyota,Innova,2018,8899,Diesel,Manual,First,14,2393,7,1992000,silver,28,98,1,1,0,9
Chevrolet,Beat,2016,83629,Diesel,Manual,First,25,936,5,315000,black,4,26,1,1,0,0
Volkswagen,Polo,2014,35059,Petrol,Automatic,First,17,1798,4,575000,white,29,131,4,0,0,10
Ford,Endeavour,2018,30552,Diesel,Automatic,First,11,3198,7,3244000,grey,8,67,1,0,0,5
Hyundai,Verna,2016,44875,Diesel,Automatic,Second,22,1582,5,801000,white,10,184,1,0,2,10
Ford,Figo,2017,25095,Petrol,Manual,First,18,1196,5,648000,red,8,77,4,1,0,8
Maruti,800,2007,59000,Petrol,Manual,First,16,796,4,75000,red,18,6,4,1,0,8
Honda,City,2014,36000,Diesel,Manual,First,26,1498,5,500000,white,9,44,1,1,0,10
Mahindra,XUV500,2012,37000,Diesel,Manual,First,16,2179,7,775000,black,17,201,1,1,0,0
Ford,Figo,2010,90000,Diesel,Manual,First,20,1399,5,260000,silver,8,77,1,1,0,9
Ford,EcoSport,2018,17000,Petrol,Manual,First,17,1497,5,919999,silver,8,62,4,1,0,9
Hyundai,i20,2015,42575,Petrol,Manual,First,19,1197,5,505000,orange,10,210,4,1,0,6
Toyota,Innova,2012,131000,Diesel,Manual,First,13,2494,7,960000,grey,28,98,1,1,0,5
Renault,Duster,2013,74000,Diesel,Manual,First,20,1461,5,550000,grey,24,57,1,1,0,5
Toyota,Innova,2013,47234,Diesel,Manual,First,13,2494,8,935000,black,28,98,1,1,0,0
Honda,City,2009,231673,Petrol,Manual,First,17,1497,5,260000,black,9,44,4,1,0,0
Maruti,Alto,2016,10000,Petrol,Manual,First,24,998,5,350000,white,18,15,4,1,0,10
Nissan,Micra,2016,49389,Petrol,Manual,First,19,1198,5,426000,silver,22,113,4,1,0,9
Maruti,Celerio,2016,12000,Petrol,Automatic,Second,23,998,5,425000,silver,18,42,4,0,2,9
Mercedes-Benz,New,2010,65000,Petrol,Manual,Second,12,1796,5,1175000,purple,19,118,4,1,2,7
Ford,Fiesta,2013,177000,Diesel,Manual,First,24,1498,5,350000,red,8,76,1,1,0,8
Hyundai,Verna,2015,89000,Petrol,Manual,First,17,1591,5,750000,blue,10,184,4,1,0,1
Hyundai,i20,2009,72000,Petrol,Automatic,Third,15,1396,5,325000,blue,10,210,4,0,3,1
Maruti,Swift,2012,49000,Petrol,Manual,First,18,1298,5,490000,white,18,169,4,1,0,10
Mercedes-Benz,New,2014,51355,Diesel,Automatic,First,15,2143,5,2700000,silver,19,118,1,0,0,9
Hyundai,Elite,2017,13460,Petrol,Manual,First,19,1197,5,891000,white,10,66,4,1,0,10
Hyundai,Verna,2014,35642,Petrol,Automatic,First,17,1591,5,669000,silver,10,184,4,0,0,9
Chevrolet,Cruze,2014,52895,Diesel,Manual,First,17,1998,5,602000,silver,4,55,1,1,0,9
Toyota,Corolla,2010,93000,Petrol,Manual,First,14,1798,5,450000,grey,28,51,4,1,0,5
Maruti,A-Star,2011,70000,Petrol,Manual,First,19,998,5,200000,silver,18,8,4,1,0,9
Nissan,Micra,2012,32048,Diesel,Manual,First,23,1461,5,240000,silver,22,113,1,1,0,9
Tata,Nano,2013,4700,Petrol,Manual,First,25,624,4,120000,white,27,117,4,1,0,10
Maruti,Swift,2014,71800,Diesel,Manual,First,23,1248,5,290000,white,18,169,1,1,0,10
Land,Rover,2008,69078,Petrol,Manual,First,0,0,0,4088000,grey,16,146,4,1,0,5
Audi,Q3,2016,45000,Diesel,Automatic,First,17,1968,5,2700000,grey,1,135,1,0,0,5
Honda,Amaze,2016,15388,Diesel,Manual,First,26,1498,5,750000,black,9,16,1,1,0,0
Chevrolet,Optra,2004,98798,Petrol,Manual,First,15,1599,5,150000,grey,4,124,4,1,0,5
Audi,Q5,2016,43000,Diesel,Automatic,First,14,1968,5,3950000,silver,1,136,1,0,0,9
Maruti,Ritz,2012,85112,Diesel,Manual,First,23,1248,5,339000,black,18,145,1,1,0,0
Mahindra,Scorpio,2018,37804,Diesel,Manual,First,15,2179,7,1240000,blue,17,161,1,1,0,1
Maruti,Ciaz,2014,45000,Diesel,Manual,First,28,1248,5,685000,blue,18,43,1,1,0,1
Toyota,Corolla,2011,116000,Diesel,Manual,Second,21,1364,5,575000,blue,28,51,1,1,2,1
Tata,Indica,2015,100073,Diesel,Manual,Second,25,1396,5,200000,blue,27,96,1,1,2,1
Maruti,800,2006,165000,Petrol,Manual,First,16,796,4,90000,black,18,6,4,1,0,0
Volkswagen,Polo,2015,22000,Petrol,Manual,First,16,1198,5,380000,silver,29,131,4,1,0,9
Hyundai,Elantra,2017,9500,Petrol,Automatic,First,15,1999,5,1635000,white,10,65,4,0,0,10
Toyota,Fortuner,2012,152000,Diesel,Automatic,First,12,2982,7,1650000,white,28,79,1,0,0,10
Maruti,Baleno,2019,17705,Petrol,Manual,First,21,1197,5,869999,white,18,25,4,1,0,10
Maruti,Baleno,2016,12000,Petrol,Manual,First,21,1197,5,610000,black,18,25,4,1,0,0
Mini,Cooper,2013,51000,Diesel,Automatic,First,24,1998,5,2194000,silver,20,50,1,0,0,9
Mercedes-Benz,S,2009,42000,Diesel,Automatic,Second,13,2987,5,2200000,silver,19,147,1,0,2,9
Maruti,Alto,2015,51000,Petrol,Manual,First,21,998,5,265000,black,18,15,4,1,0,0
Maruti,Swift,2017,42527,Petrol,Manual,First,20,1197,5,527000,red,18,169,4,1,0,8
Chevrolet,Sail,2014,45000,Diesel,Manual,First,22,1248,5,248000,grey,4,157,1,1,0,5
Toyota,Innova,2011,70000,Diesel,Manual,First,13,2494,8,600000,orange,28,98,1,1,0,6
Toyota,Fortuner,2009,92000,Diesel,Manual,First,12,2982,7,890000,red,28,79,1,1,0,8
BMW,3,2012,57156,Diesel,Automatic,Second,19,1995,5,1800000,black,2,2,1,0,2,0
Skoda,Octavia,2016,53211,Petrol,Manual,First,17,1395,5,1164000,grey,25,121,4,1,0,5
Toyota,Fortuner,2019,80000,Diesel,Manual,First,12,2982,7,899000,black,28,79,1,1,0,0
Volkswagen,Jetta,2009,74000,Diesel,Automatic,First,16,1896,5,525000,white,29,101,1,0,0,10
Hyundai,i20,2011,37000,Diesel,Manual,First,23,1396,5,295000,white,10,210,1,1,0,10
Tata,Manza,2013,64000,Diesel,Manual,Second,21,1248,5,265000,red,27,112,1,1,2,8
Volkswagen,Vento,2013,57197,Petrol,Manual,First,15,1598,5,400000,silver,29,181,4,1,0,9
Hyundai,Creta,2016,55000,Diesel,Automatic,First,18,1582,5,1250000,white,10,53,1,0,0,10
Maruti,Ritz,2014,33000,Petrol,Manual,First,21,1197,5,325000,white,18,145,4,1,0,10
Honda,CR-V,2008,70000,Petrol,Manual,First,13,1997,5,400000,black,9,35,4,1,0,0
Mahindra,XUV500,2012,75000,Diesel,Manual,Second,15,2179,7,625000,red,17,201,1,1,2,8
Volkswagen,Ameo,2016,58095,Diesel,Manual,First,22,1498,5,580000,red,29,17,1,1,0,8
Tata,Zest,2015,7445,Petrol,Manual,First,18,1193,5,500000,white,27,208,4,1,0,10
Jaguar,XJ,2016,17652,Diesel,Automatic,First,13,2993,5,5873000,silver,13,199,1,0,0,9
Toyota,Corolla,2018,28321,Petrol,Automatic,First,14,1798,5,1748999,grey,28,51,4,0,0,5
Maruti,A-Star,2011,69000,Petrol,Manual,Second,19,998,5,195000,black,18,8,4,1,2,0
Honda,Aord,2007,80000,Petrol,Automatic,First,11,2354,5,300000,blue,9,18,4,0,0,1
Hyundai,i20,2014,42365,Petrol,Manual,First,17,1197,5,550000,grey,10,210,4,1,0,5
Toyota,Fortuner,2013,123000,Diesel,Automatic,First,13,2982,7,1650000,grey,28,79,1,0,0,5
Mercedes-Benz,New,2011,40000,Petrol,Automatic,Second,12,1796,5,1450000,black,19,118,4,0,2,0
Maruti,Baleno,2016,30112,Diesel,Manual,First,27,1248,5,779000,grey,18,25,1,1,0,5
Maruti,Ertiga,2017,43775,Diesel,Manual,First,21,1248,7,827000,silver,18,69,1,1,0,9
Land,Rover,2019,26013,Diesel,Automatic,First,13,2993,5,9707000,white,16,146,1,0,0,10
Chevrolet,Optra,2012,56000,Petrol,Manual,First,13,1598,5,215000,white,4,124,4,1,0,10
Honda,Civic,2008,95000,Petrol,Automatic,Second,13,1799,5,300000,white,9,45,4,0,2,10
BMW,X3,2014,41089,Diesel,Automatic,First,16,1995,5,2879000,white,2,192,1,0,0,10
Skoda,Laura,2011,41988,Diesel,Automatic,First,20,1968,5,545000,grey,25,106,1,0,0,5
Maruti,Swift,2013,72486,Diesel,Manual,First,23,1248,5,395000,white,18,169,1,1,0,10
Volvo,V40,2013,92000,Diesel,Automatic,First,23,1984,5,1600000,grey,30,180,1,0,0,5
Maruti,Swift,2013,40000,Petrol,Manual,First,18,1298,5,425000,grey,18,169,4,1,0,5
Land,Rover,2014,56000,Diesel,Automatic,First,13,2179,5,3450000,grey,16,146,1,0,0,5
Honda,Aord,2008,125000,Petrol,Automatic,Third,12,2354,5,260000,red,9,18,4,0,3,8
Toyota,Innova,2017,29219,Diesel,Manual,First,13,2494,8,1348000,silver,28,98,1,1,0,9
Toyota,Fortuner,2018,39927,Diesel,Manual,First,13,2982,7,3210000,black,28,79,1,1,0,0
Honda,Jazz,2018,38593,Petrol,Manual,First,19,1199,5,617000,black,9,99,4,1,0,0
Honda,City,2015,32000,Petrol,Manual,First,17,1497,5,550000,black,9,44,4,1,0,0
Maruti,Dzire,2017,28226,Diesel,Automatic,First,28,1248,5,915000,black,18,58,1,0,0,0
Nissan,Sunny,2014,95000,Diesel,Manual,First,22,1461,5,450000,white,22,167,1,1,0,10
Toyota,Innova,2014,194000,Diesel,Manual,First,13,2494,8,1050000,brown,28,98,1,1,0,2
Honda,Brio,2016,14821,Petrol,Manual,First,19,1198,5,537000,brown,9,31,4,1,0,2
Volkswagen,Vento,2012,52000,Petrol,Manual,First,15,1598,5,545000,blue,29,181,4,1,0,1
Mahindra,XUV500,2016,33000,Diesel,Manual,First,16,2179,7,925000,black,17,201,1,1,0,0
Ford,EcoSport,2016,29200,Diesel,Manual,First,23,1498,5,770000,white,8,62,1,1,0,10
Skoda,Yeti,2012,99754,Diesel,Manual,First,18,1968,5,799000,grey,25,205,1,1,0,5
Hyundai,i10,2012,49000,Petrol,Manual,First,20,1197,5,300000,black,10,209,4,1,0,0
Toyota,Innova,2005,299322,Diesel,Manual,First,13,2494,8,400000,black,28,98,1,1,0,0
Tata,Zest,2018,38310,Diesel,Manual,First,21,1248,5,669000,black,27,208,1,1,0,0
Maruti,Swift,2014,56000,Diesel,Manual,First,23,1248,5,425000,black,18,169,1,1,0,0
Skoda,Rapid,2017,31300,Diesel,Automatic,First,22,1498,5,1050000,white,25,142,1,0,0,10
Toyota,Innova,2019,11241,Diesel,Manual,First,14,2393,8,2255000,green,28,98,1,1,0,4
Hyundai,Verna,2014,48000,Petrol,Manual,Second,17,1591,5,520000,green,10,184,4,1,2,4
Honda,City,2019,23882,Petrol,Manual,First,17,1497,5,1187000,silver,9,44,4,1,0,9
Honda,City,2014,65000,Diesel,Manual,First,26,1498,5,699000,green,9,44,1,1,0,4
Volkswagen,Vento,2011,50000,Diesel,Manual,First,21,1598,5,500000,green,29,181,1,1,0,4
Audi,Q5,2014,25000,Diesel,Automatic,First,12,2967,5,4400000,black,1,136,1,0,0,0
Maruti,Alto,2015,21000,Petrol,Manual,First,23,796,5,279000,black,18,15,4,1,0,0
Tata,Manza,2012,148000,Diesel,Manual,Second,21,1248,5,290000,black,27,112,1,1,2,0
Hyundai,Creta,2016,68000,Petrol,Manual,First,15,1591,5,985000,orange,10,53,4,1,0,6
Mercedes-Benz,GL-Class,2014,52000,Diesel,Automatic,First,12,2987,7,4900000,black,19,83,1,0,0,0
Mahindra,Thar,2016,19000,Diesel,Manual,First,17,2498,6,925000,grey,17,175,1,1,0,5
Hyundai,Verna,2011,74000,Diesel,Manual,Second,22,1582,5,375000,grey,10,184,1,1,2,5
Ford,Aspire,2017,30279,Diesel,Manual,First,26,1498,5,729000,grey,8,19,1,1,0,5
Mini,Cooper,2016,20000,Diesel,Automatic,First,21,1496,4,2350000,white,20,50,1,0,0,10
Maruti,Omni,2013,34834,Petrol,Manual,First,14,796,5,260000,silver,18,122,4,1,0,9
Mahindra,Verito,2015,90000,Diesel,Manual,Second,21,1461,5,310000,orange,17,183,1,1,2,6
Mercedes-Benz,E-Class,2016,38730,Diesel,Automatic,First,14,2143,5,2998000,silver,19,60,1,0,0,9
Renault,Duster,2016,57390,Diesel,Manual,First,19,1461,5,673000,silver,24,57,1,1,0,9
Maruti,Swift,2016,100000,Diesel,Manual,First,23,1248,5,350000,silver,18,169,1,1,0,9
Volkswagen,Polo,2011,50000,Petrol,Manual,First,16,1198,5,235000,silver,29,131,4,1,0,9
Mahindra,XUV500,2017,64961,Diesel,Manual,First,16,2179,7,1613000,grey,17,201,1,1,0,5
Volkswagen,Polo,2014,72465,Petrol,Manual,First,16,1198,5,590000,grey,29,131,4,1,0,5
Maruti,Ritz,2012,68776,Petrol,Manual,First,21,1197,5,390000,white,18,145,4,1,0,10
Chevrolet,Optra,2005,150000,Petrol,Manual,First,15,1598,5,150000,silver,4,124,4,1,0,9
Toyota,Innova,2012,68000,Diesel,Manual,First,13,2494,7,695000,blue,28,98,1,1,0,1
Honda,City,2015,33000,Diesel,Manual,First,26,1498,5,700000,black,9,44,1,1,0,0
Volkswagen,Ameo,2017,22389,Petrol,Manual,First,17,1198,5,723000,silver,29,17,4,1,0,9
Maruti,SX4,2012,90000,Diesel,Manual,First,22,1248,5,381000,blue,18,155,1,1,0,1
Maruti,Swift,2012,42000,Petrol,Manual,Third,19,1197,5,450000,silver,18,169,4,1,3,9
Hyundai,Creta,2017,38767,Diesel,Manual,First,20,1582,5,1260000,silver,10,53,1,1,0,9
Audi,Q7,2015,21000,Diesel,Automatic,First,12,2967,7,4800000,silver,1,137,1,0,0,9
Maruti,Alto,2010,59136,Petrol,Manual,First,20,796,5,296000,blue,18,15,4,1,0,1
Honda,Amaze,2014,36000,Diesel,Manual,First,26,1498,5,325000,white,9,16,1,1,0,10
Volkswagen,Passat,2011,95000,Diesel,Automatic,Second,18,1968,5,850000,white,29,128,1,0,2,10
Hyundai,Elantra,2013,51000,Diesel,Automatic,First,20,1582,5,875000,red,10,65,1,0,0,8
Maruti,Wagon R,2011,36411,Petrol,Manual,First,19,998,5,308000,white,18,189,4,1,0,10
Land,Rover,2017,40000,Diesel,Automatic,First,13,1999,7,4150000,white,16,146,1,0,0,10
Honda,City,2016,27300,Petrol,Manual,First,18,1497,5,700000,blue,9,44,4,1,0,1
Mercedes-Benz,New,2011,29813,Petrol,Automatic,Second,15,1991,5,1150000,black,19,118,4,0,2,0
Maruti,Wagon R,2011,71000,Petrol,Manual,First,21,998,5,260000,black,18,189,4,1,0,0
Hyundai,Verna,2014,32000,Diesel,Manual,First,22,1582,5,430000,black,10,184,1,1,0,0
Maruti,Ertiga,2017,19234,CNG,Manual,First,18,1373,7,835000,silver,18,69,0,1,0,9
Volkswagen,Tiguan,2017,50510,Diesel,Automatic,First,17,1968,5,2490000,black,29,178,1,0,0,0
BMW,X1,2011,102000,Diesel,Automatic,First,15,1995,5,1375000,black,2,191,1,0,0,0
Hyundai,Grand,2014,42277,Diesel,Manual,First,24,1186,5,385000,brown,10,91,1,1,0,2
Mercedes-Benz,E-Class,2014,46000,Diesel,Automatic,First,13,2143,5,2325000,black,19,60,1,0,0,0
Mahindra,Bolero,2012,35000,Diesel,Manual,First,14,2523,7,700000,black,17,28,1,1,0,0
Hyundai,Grand,2015,50000,Petrol,Manual,First,19,1197,5,575000,white,10,91,4,1,0,10
Hyundai,i10,2008,62000,Petrol,Manual,Second,20,1197,5,165000,orange,10,209,4,1,2,6
Volkswagen,Jetta,2012,78000,Diesel,Manual,First,19,1968,5,650000,black,29,101,1,1,0,0
Skoda,Yeti,2011,79000,Diesel,Manual,First,18,1968,5,750000,silver,25,205,1,1,0,9
Audi,Q7,2019,6773,Diesel,Automatic,First,15,2967,7,7294000,blue,1,137,1,0,0,1
Toyota,Fortuner,2010,135000,Diesel,Manual,Second,12,2982,7,1100000,blue,28,79,1,1,2,1
Maruti,Wagon R,2013,36716,Petrol,Manual,First,19,1061,5,302000,silver,18,189,4,1,0,9
Hyundai,EON,2013,65060,Petrol,Manual,First,21,814,5,332000,black,10,61,4,1,0,0
Honda,Brio,2013,33000,Petrol,Manual,First,19,1198,5,324000,silver,9,31,4,1,0,9
Maruti,Alto,2015,11110,Petrol,Manual,First,23,796,5,235000,silver,18,15,4,1,0,9
Mahindra,Bolero,2013,63000,Diesel,Manual,First,16,2523,7,550000,red,17,28,1,1,0,8
Honda,City,2015,27030,Petrol,Manual,First,18,1497,5,675000,silver,9,44,4,1,0,9
Skoda,Rapid,2015,19600,Petrol,Manual,First,15,1598,5,615000,black,25,142,4,1,0,0
Maruti,Swift,2016,27755,Petrol,Manual,First,22,1197,5,545000,blue,18,169,4,1,0,1
Hyundai,EON,2013,20000,Petrol,Manual,Second,21,814,5,229999,white,10,61,4,1,2,10
Maruti,Swift,2015,24782,Petrol,Manual,First,21,1197,5,621000,red,18,169,4,1,0,8
Nissan,Micra,2014,47303,Petrol,Automatic,First,19,1198,5,521000,white,22,113,4,0,0,10
Audi,Q7,2008,71000,Petrol,Automatic,First,8,4134,7,1199000,white,1,137,4,0,0,10
Maruti,Swift,2010,135000,Diesel,Manual,First,18,1248,5,310000,blue,18,169,1,1,0,1
Tata,Xenon,2017,1000,Diesel,Manual,First,13,2179,5,750000,black,27,203,1,1,0,0
Volkswagen,Polo,2016,29000,Diesel,Manual,First,20,1498,5,400000,black,29,131,1,1,0,0
Honda,City,2016,36367,Petrol,Manual,First,18,1497,5,773000,silver,9,44,4,1,0,9
Honda,City,2015,38000,Petrol,Manual,First,17,1497,5,780000,red,9,44,4,1,0,8
Maruti,800,2011,83969,Petrol,Manual,First,16,796,4,130000,red,18,6,4,1,0,8
